,#gen,xbest,f(xbest),eval
0,0,"[ 0.62593713  3.92261538 -5.         -0.98252086 -0.1688486  -0.36798118
 -0.18264302 -0.25470569  0.74444609  1.04906437]",181.08280796193193,256
1,1,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,512
2,2,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,768
3,3,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,1024
4,4,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,1280
5,5,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,1536
6,6,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,1792
7,7,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,2048
8,8,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,2304
9,9,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,2560
10,10,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,2816
11,11,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,3072
12,12,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,3328
13,13,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,3584
14,14,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,3840
15,15,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,4096
16,16,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,4352
17,17,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,4608
18,18,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,4864
19,19,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,5120
20,20,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,5376
21,21,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,5632
22,22,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,5888
23,23,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,6144
24,24,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,6400
25,25,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,6656
26,26,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,6912
27,27,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,7168
28,28,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,7424
29,29,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,7680
30,30,"[ 1.20819641 -1.83237093 -0.55273708  4.81662348 -5.          0.14881588
  1.91351509 -5.         -0.20609208  3.64521797]",97.12611834990533,7936
