,#gen,xbest,f(xbest),eval
0,1,"[ 7.36023492  0.96024503  6.25929453  7.65654933 -0.60120486 -1.58442595
 -0.24487223  5.18832245  6.58978709 -5.        ]",1015888.7723326423,64
1,2,"[ 6.93101101  0.99051572  6.10221128  7.12039237 -0.2818519  -1.21764565
 -0.05820624  5.09852983  6.7016569  -5.        ]",864096.9561120654,128
2,3,"[ 6.65811704  0.68858692  6.01214729  6.77348506 -0.22887366 -1.58538769
 -0.02031771  5.34641418  5.96175272 -5.        ]",711864.670847031,192
3,4,"[ 6.26029079  0.55791626  5.16918668  6.54815344  0.02968817 -2.04178052
  0.05371593  4.6758794   5.75541788 -5.        ]",551622.1833057629,256
4,5,"[ 6.0297435   1.09834499  4.73251529  6.31474781 -0.98002068 -1.53401599
 -0.27997688  4.61612825  5.43815366 -4.89069002]",465803.3535788825,320
5,6,"[ 5.57175764  1.2710646   4.20287262  5.66393638 -0.55988512 -1.02372822
 -0.42252827  4.71914503  5.09248379 -5.        ]",337997.0850686525,384
6,7,"[ 5.53400075  0.95840381  3.85432979  4.97828261 -0.17351683 -0.53333704
 -0.54080396  4.7331641   4.89951722 -5.        ]",277833.2734685747,448
7,8,"[ 4.93500613  1.49443515  4.45634282  4.48399723 -0.25691902 -0.99788688
 -0.04674291  4.39669058  4.5056604  -5.        ]",206072.30662669396,512
8,9,"[ 4.67171366  1.73099351  4.63949965  4.10614522 -0.270378   -0.89817904
  0.11418199  3.97996017  4.23194297 -4.71445051]",166771.166408634,576
9,10,"[ 4.11765309  1.98762375  4.20873519  4.09571141 -0.29933942 -0.905007
  0.40148747  4.31170255  3.76688655 -4.51224556]",128950.15123773867,640
10,11,"[ 3.9906459   1.74903206  3.68425576  3.98418222 -0.34194344 -0.81366147
  0.01423344  4.29027617  3.1325405  -4.27108249]",100807.29016375786,704
11,12,"[ 3.53507391  1.54753856  3.37877639  3.86249056 -0.39465629 -0.90280358
  0.33013587  3.6561098   2.54812276 -4.10802204]",65614.31536642119,768
12,13,"[ 3.11757722  1.54030782  3.12946007  3.03066273 -0.7343149  -1.20249344
  0.72327821  3.18024939  2.44905185 -3.87523891]",37872.36035086093,832
13,14,"[ 3.15372488  2.19688769  3.3580742   2.65892145 -0.25926912 -1.53087515
  1.24337132  2.95083642  2.290835   -3.17988523]",30840.363055629372,896
14,15,"[ 2.57040651  2.56192643  2.83938688  2.48458336  0.08355242 -1.36959439
  1.46633796  2.90677346  2.47921539 -3.41139336]",22828.422806460458,960
15,16,"[ 2.36003509  1.98779505  2.67719412  2.23809108 -0.39993708 -1.36216165
  0.97853054  2.19034037  2.13651122 -3.32207796]",14207.107805483181,1024
16,17,"[ 1.83789033  2.05037795  1.91452825  1.85789742 -0.67171246 -1.28457207
  1.02657695  2.13735426  1.834054   -2.70892435]",7633.732818084791,1088
17,18,"[ 1.79645126  1.83185057  1.93757745  1.57519103 -0.00790827 -1.16071394
  1.15775564  2.1046939   1.30016368 -3.17925163]",5047.301331770494,1152
18,19,"[ 1.84511668  1.79225803  1.96940604  1.38108468 -0.34621931 -1.2545849
  1.34671289  1.67192046  1.19325617 -2.68997498]",3701.0262385949754,1216
19,20,"[ 1.21177291  1.59853102  1.25613638  0.74564972 -0.10947224 -1.13137515
  1.26799451  1.93721861  0.94952364 -2.54450989]",2406.282595195133,1280
20,21,"[ 0.93268363  1.14114367  0.8189029   0.66216442  0.68035804 -1.06726745
  0.98633667  1.3597756   0.77766311 -2.19572278]",1191.7850326959567,1344
21,22,"[ 1.09961275  1.38022494  0.70754101  0.75956072  0.20040717 -0.75063077
  0.67535089  1.13823932  0.75825762 -2.038398  ]",993.54280366352,1408
22,23,"[ 0.97145507  1.16577945  0.98997519  0.89860833  0.53044453 -0.45999785
  0.31339115  0.8924735   0.34037597 -1.62903724]",474.55450763060014,1472
23,24,"[ 0.37724871  0.5835898   0.99259764  1.01673549  0.80254417 -0.58007554
  0.15519527  0.07894367  0.33851593 -1.36686782]",456.48335525161525,1536
24,25,"[ 1.00930994  0.91337714  0.81045909  0.6519482   0.08835753 -0.03999382
  0.11926768  0.38730517  0.37807613 -1.17398403]",210.28184343886772,1600
25,26,"[ 0.92869803  1.05872633  0.78587328  0.89647838  0.48535583 -0.42344166
 -0.11691459  0.12015223  0.06093991 -0.66465463]",136.47125394605422,1664
26,27,"[ 1.15005571  0.74794659  0.94380874  0.79317996  0.62519974  0.44219318
 -0.01440261  0.2424515  -0.00684121 -0.70631514]",112.81961270103946,1728
27,28,"[ 0.66901225  0.69814248  0.62481058  0.41443776  0.06859925 -0.60662862
  0.19863286 -0.48770809  0.33206063  0.03729512]",86.17447230719499,1792
