,#gen,xbest,f(xbest),eval
0,0,[ 3.60095198e-111 -3.24334430e-112],0.2816375783416962,64
1,1,[ 3.60095198e-111 -3.24334430e-112],0.2816375783416962,128
2,2,[ 3.60095198e-111 -3.24334430e-112],0.2816375783416962,192
3,3,[ 3.60095198e-111 -3.24334430e-112],0.2816375783416962,256
4,4,[-0.0084227  -0.14880825],0.12464702693667205,320
5,5,[-0.0084227  -0.14880825],0.12464702693667205,384
6,6,[-0.0084227  -0.14880825],0.12464702693667205,448
7,7,[-0.0084227  -0.14880825],0.12464702693667205,512
8,8,[-0.0084227  -0.14880825],0.12464702693667205,576
9,9,[-0.0084227  -0.14880825],0.12464702693667205,640
10,10,[-0.0084227  -0.14880825],0.12464702693667205,704
11,11,[-0.0084227  -0.14880825],0.12464702693667205,768
12,12,[-0.04105271 -0.01789898],0.00794660494274882,832
13,13,[-0.04105271 -0.01789898],0.00794660494274882,896
14,14,[-0.04105271 -0.01789898],0.00794660494274882,960
15,15,[-0.04105271 -0.01789898],0.00794660494274882,1024
16,16,[-0.04105271 -0.01789898],0.00794660494274882,1088
17,17,[-0.04105271 -0.01789898],0.00794660494274882,1152
18,18,[-0.00065425 -0.00503409],0.00014075364818128672,1216
19,19,[-0.00065425 -0.00503409],0.00014075364818128672,1280
20,20,[-0.00065425 -0.00503409],0.00014075364818128672,1344
21,21,[-0.00065425 -0.00503409],0.00014075364818128672,1408
22,22,[-0.00065425 -0.00503409],0.00014075364818128672,1472
23,23,[-0.00065425 -0.00503409],0.00014075364818128672,1536
24,24,[-0.00065425 -0.00503409],0.00014075364818128672,1600
25,25,[-0.00065425 -0.00503409],0.00014075364818128672,1664
26,26,[-0.00065425 -0.00503409],0.00014075364818128672,1728
27,27,[-0.00065425 -0.00503409],0.00014075364818128672,1792
28,28,[-0.00065425 -0.00503409],0.00014075364818128672,1856
29,29,[-0.00065425 -0.00503409],0.00014075364818128672,1920
30,30,[-0.00922914  0.00291534],0.00010522573386406526,1984
31,31,[-0.00922914  0.00291534],0.00010522573386406526,2048
32,32,[-0.00922914  0.00291534],0.00010522573386406526,2112
33,33,[ 0.00522705 -0.00182055],3.315164594979918e-05,2176
34,34,[ 0.00522705 -0.00182055],3.315164594979918e-05,2240
35,35,[ 0.00522705 -0.00182055],3.315164594979918e-05,2304
36,36,[ 0.00522705 -0.00182055],3.315164594979918e-05,2368
37,37,[ 0.00522705 -0.00182055],3.315164594979918e-05,2432
38,38,[-0.00307093  0.00329184],3.260643272608075e-05,2496
39,39,[-0.00307093  0.00329184],3.260643272608075e-05,2560
40,40,[-0.00249501 -0.00023623],1.508674611189167e-05,2624
41,41,[-0.00249501 -0.00023623],1.508674611189167e-05,2688
42,42,[-0.00249501 -0.00023623],1.508674611189167e-05,2752
43,43,[3.29824833e-04 8.10840455e-05],3.574161379770514e-07,2816
44,44,[3.29824833e-04 8.10840455e-05],3.574161379770514e-07,2880
