,#gen,xbest,f(xbest),eval
0,1,[-3.10419511  4.05378919],677.7964291027968,128
1,2,[-4.09140214  3.61418489],136.4792069169001,256
2,3,[-3.68224221  2.44552596],23.135892501242463,384
3,4,[-3.32906247  1.54499747],13.53009388463843,512
4,5,[-2.63145816  1.5676255 ],9.700247092585618,640
5,6,[-2.01300671  1.10171227],5.303539592727601,768
6,7,[-1.53918591  0.82420367],3.060476598631229,896
7,8,[-0.74233961  0.34073802],0.6708885955915567,1024
8,9,[-0.08399875  0.06391689],0.013066361143959182,1152
9,10,[0.01672185 0.02388403],0.005026312386443651,1280
10,11,[-0.01152252 -0.01144521],0.0014494139730120688,1408
11,12,[ 0.02843595 -0.01020936],0.0009771141412336173,1536
12,13,[ 0.01611218 -0.02068201],0.0013254092452431893,1664
13,14,[0.00569004 0.00100085],9.254469648430063e-05,1792
14,15,[-0.00717177 -0.00268437],0.00021592933758133266,1920
15,16,[-0.01408633  0.01238871],0.00046621747667015777,2048
16,17,[ 0.03861454 -0.0265265 ],0.002403250103225467,2176
17,18,[-0.03619195  0.03894503],0.004568329139426574,2304
18,19,[-0.01422559  0.01534841],0.0007093161734859868,2432
19,20,[-0.02496543  0.04446847],0.0067098180731007895,2560
20,21,[-0.04297592 -0.00832641],0.005484489395495545,2688
21,22,[-0.01883639  0.00825335],0.0004283549190494701,2816
22,23,[ 0.04328179 -0.03366229],0.0035848527981077903,2944
23,24,[ 0.05139546 -0.04343105],0.005787213698280781,3072
24,25,[-0.00908092 -0.01397981],0.0016517814555637679,3200
25,26,[ 0.06140921 -0.03982029],0.005689240090896735,3328
26,27,[ 0.04992336 -0.05833342],0.010369667385377191,3456
27,28,[ 0.00157479 -0.00900962],0.0003541461012288004,3584
28,29,[-0.06984116  0.00426891],0.008668233975980284,3712
29,30,[ 0.07272668 -0.02525739],0.006420716902164662,3840
30,31,[-0.0460217  0.0315983],0.003411513669379973,3968
31,32,[-0.0208972   0.01754494],0.0009459904786005194,4096
32,33,[ 0.02658883 -0.02518182],0.0019066506750376512,4224
33,34,[ 0.05646877 -0.00841889],0.004832682844389442,4352
34,35,[-0.00245101  0.03052425],0.004383193140948614,4480
35,36,[-0.03848404 -0.00956762],0.004903563935390673,4608
36,37,[ 0.08217407 -0.03408978],0.008110575467950762,4736
37,38,[ 0.03334109 -0.04078451],0.005106348983926067,4864
38,39,[ 0.03524004 -0.05542995],0.010065403683148594,4992
39,40,[ 0.03480987 -0.01906347],0.001586146019295742,5120
40,41,[-0.05559145  0.0257123 ],0.003768895020784011,5248
41,42,[-0.02884949  0.02792069],0.0023409501567699807,5376
42,43,[ 0.02053508 -0.01164755],0.0005649727791170837,5504
43,44,[-0.01289215  0.00611154],0.0002040061582321249,5632
44,45,[ 0.00826097 -0.0335766 ],0.004675956750162349,5760
45,46,[-0.06303293  0.01358933],0.005445002352028702,5888
46,47,[-0.04991126 -0.01159069],0.007996555976756354,6016
47,48,[-0.02231425 -0.00697297],0.0018630792476318193,6144
48,49,[-0.01907084  0.01988965],0.0011883189033295024,6272
49,50,[ 0.04186715 -0.02874458],0.002823215726265503,6400
50,51,[ 0.04017437 -0.03211215],0.003223903772452378,6528
51,52,[-0.00050804 -0.0260789 ],0.003461752167678714,6656
52,53,[-0.01135709  0.009547  ],0.0002799920060758218,6784
53,54,[ 0.04066568 -0.00425422],0.0027069537590345286,6912
54,55,[-0.01853337  0.0226731 ],0.0015770005732215083,7040
55,56,[-0.04920873  0.00879291],0.0034998229891299837,7168
56,57,[-0.05906633  0.02350656],0.004186690432841597,7296
57,58,[-0.01347021  0.01288829],0.0004990239997987373,7424
58,59,[ 0.05565898 -0.00959639],0.004521564499585933,7552
59,60,[-0.00091878 -0.03031152],0.004721373540715132,7680
60,61,[0.06079388 0.00340496],0.008298651197155515,7808
61,62,[-0.0606938   0.03882703],0.005479008528242099,7936
62,63,[ 0.00309408 -0.0156366 ],0.001048770577320108,8064
63,64,[ 0.07308074 -0.01576076],0.007319346822098843,8192
64,65,[-0.02898379 -0.0068178 ],0.002706253758837735,8320
65,66,[-0.04334245  0.02215979],0.002370579222907612,8448
66,67,[-0.01875963  0.00209792],0.000568473432610153,8576
67,68,[ 0.00955944 -0.0088645 ],0.0002367083996995373,8704
68,69,[ 0.05234841 -0.02508902],0.0033745260492148684,8832
69,70,[-0.01727841 -0.02453316],0.005321416754167499,8960
70,71,[ 0.01715261 -0.01698598],0.000865705745694707,9088
71,72,[ 0.00364766 -0.03620954],0.00607631219063172,9216
72,73,[-0.01439328  0.00401412],0.00026379502647326736,9344
73,74,[ 0.06796867 -0.03813369],0.006142792078998994,9472
74,75,[-0.0162689   0.00594795],0.00031917872358969336,9600
75,76,[ 0.03418271 -0.02211075],0.0017581300643801363,9728
76,77,[-0.0162598   0.01029482],0.0003891121685373939,9856
77,78,[ 0.04593524 -0.04803597],0.006937508579132787,9984
78,79,[-0.00960134  0.01152525],0.00040592995767390635,10112
79,80,[ 0.03386339 -0.01689778],0.0014322688612231455,10240
80,81,[ 0.04477829 -0.0011307 ],0.003817327940197832,10368
81,82,[ 0.0702402  -0.03506284],0.006163101150786125,10496
82,83,[-0.10758367  0.04422443],0.01389632132145862,10624
83,84,[0.00939277 0.01531458],0.0019270801601649057,10752
84,85,[ 0.00349575 -0.00109173],1.5134271151043402e-05,10880
85,86,[-0.02627993  0.0014408 ],0.0012404924333452054,11008
86,87,[ 0.0551259  -0.01976784],0.0036727458249356673,11136
87,88,[0.04436499 0.00212872],0.004342513037914935,11264
88,89,[ 0.11436871 -0.06277961],0.017146723501560563,11392
89,90,[0.01264086 0.02209363],0.0038877840099062373,11520
90,91,[-0.04575654  0.00243866],0.0037735108657371615,11648
91,92,[-0.0027199  -0.00012486],1.6232197023253692e-05,11776
92,93,[-0.06892544  0.01019652],0.0072156285136924575,11904
93,94,[0.02315333 0.00280787],0.0013723046508647392,12032
94,95,[-0.0135292  -0.00912186],0.001276784155234303,12160
95,96,[ 0.01799228 -0.0035864 ],0.000453658927170848,12288
96,97,[-0.0123273   0.00382818],0.0001884355532269384,12416
97,98,[-0.01412519  0.00509403],0.00024097153440611943,12544
98,99,[-0.05037992  0.01229725],0.0033546890985285027,12672
99,100,[0.0235994  0.01043774],0.0026478054514311776,12800
100,101,[-0.04872928  0.0206109 ],0.0028557172769217054,12928
101,102,[-0.01529585  0.01852381],0.001050457901873262,13056
102,103,[0.01260886 0.01044414],0.0013913816430518094,13184
103,104,[-0.01650353  0.03152335],0.0034370470328072694,13312
104,105,[-0.00336151  0.03527017],0.005788647397196661,13440
105,106,[ 0.03329092 -0.01089414],0.0013592961355960395,13568
106,107,[ 0.04085617 -0.03358453],0.003489994937652934,13696
107,108,[0.06092717 0.01620208],0.012761242429201708,13824
108,109,[-0.02872748  0.05131707],0.008950741950565194,13952
109,110,[0.0147993  0.01428896],0.0023083166019372634,14080
110,111,[ 0.02787131 -0.0175759 ],0.0011387301863931393,14208
111,112,[0.02615658 0.00091242],0.0014685725913294579,14336
112,113,[-0.01511025 -0.0255252 ],0.005276247000127861,14464
113,114,[-0.01973686  0.01171177],0.0005403007369502989,14592
114,115,[ 0.05111877 -0.0309238 ],0.0036845316451204323,14720
115,116,[-0.10160217  0.06035261],0.014330499753928319,14848
116,117,[-0.08543134  0.0394547 ],0.008897725076099363,14976
117,118,[-0.01719393 -0.03240968],0.00811743848880419,15104
118,119,[-0.09043023 -0.00869559],0.02001384831558306,15232
119,120,[ 0.038476   -0.01513942],0.0017768025012476869,15360
120,121,[ 0.02334015 -0.00232623],0.0008995260380581873,15488
121,122,[-0.02403319  0.00406151],0.0008472880811939951,15616
122,123,[ 0.0300798  -0.04224529],0.0056587579008823595,15744
123,124,[-0.00230571 -0.01389056],0.001104301469006611,15872
124,125,[ 0.02119973 -0.01348607],0.0006646242282075724,16000
125,126,[ 0.05824435 -0.01072297],0.004863342285660565,16128
126,127,[-0.05991619  0.02576492],0.004324116157365651,16256
127,128,[0.02361863 0.02364345],0.00616972355327134,16384
128,129,[ 0.01443535 -0.04532422],0.008104838178578289,16512
129,130,[-0.05405058 -0.00553075],0.007209611133694855,16640
130,131,[-0.05080999  0.05235124],0.008235143717024425,16768
131,132,[-0.01171376  0.01117955],0.0003755307268902506,16896
132,133,[-0.0732568   0.05578279],0.009947993685097781,17024
