,#gen,xbest,f(xbest),eval
0,0,"[ 1.43579057e-15 -9.45501940e-16 -8.12173867e-16  1.26973348e-15
  1.19057680e-15 -1.00015704e-15  4.44418972e-16  5.38510892e-16
  1.35162741e-16 -8.64759421e-17]",32.34288437111313,64
1,1,"[ 1.43579057e-15 -9.45501940e-16 -8.12173867e-16  1.26973348e-15
  1.19057680e-15 -1.00015704e-15  4.44418972e-16  5.38510892e-16
  1.35162741e-16 -8.64759421e-17]",32.34288437111313,128
2,2,"[ 1.43579057e-15 -9.45501940e-16 -8.12173867e-16  1.26973348e-15
  1.19057680e-15 -1.00015704e-15  4.44418972e-16  5.38510892e-16
  1.35162741e-16 -8.64759421e-17]",32.34288437111313,192
3,3,"[ 3.17607321  0.60854908 -1.24593495  1.23710969 -1.83020847 -0.43962731
 -0.78863349  2.13168704  0.73034561  1.0300861 ]",23.844017062219212,256
4,4,"[ 3.17607321  0.60854908 -1.24593495  1.23710969 -1.83020847 -0.43962731
 -0.78863349  2.13168704  0.73034561  1.0300861 ]",23.844017062219212,320
5,5,"[ 3.17607321  0.60854908 -1.24593495  1.23710969 -1.83020847 -0.43962731
 -0.78863349  2.13168704  0.73034561  1.0300861 ]",23.844017062219212,384
6,6,"[ 3.17607321  0.60854908 -1.24593495  1.23710969 -1.83020847 -0.43962731
 -0.78863349  2.13168704  0.73034561  1.0300861 ]",23.844017062219212,448
7,7,"[-2.62477748  0.47049506  1.56397596 -1.61038243 -1.0284259   1.18677099
 -2.05364287  0.48522124  0.86461068 -1.28325893]",21.46345382213347,512
8,8,"[-2.62477748  0.47049506  1.56397596 -1.61038243 -1.0284259   1.18677099
 -2.05364287  0.48522124  0.86461068 -1.28325893]",21.46345382213347,576
9,9,"[-2.62477748  0.47049506  1.56397596 -1.61038243 -1.0284259   1.18677099
 -2.05364287  0.48522124  0.86461068 -1.28325893]",21.46345382213347,640
10,10,"[-2.62477748  0.47049506  1.56397596 -1.61038243 -1.0284259   1.18677099
 -2.05364287  0.48522124  0.86461068 -1.28325893]",21.46345382213347,704
11,11,"[-2.62477748  0.47049506  1.56397596 -1.61038243 -1.0284259   1.18677099
 -2.05364287  0.48522124  0.86461068 -1.28325893]",21.46345382213347,768
12,12,"[-2.62477748  0.47049506  1.56397596 -1.61038243 -1.0284259   1.18677099
 -2.05364287  0.48522124  0.86461068 -1.28325893]",21.46345382213347,832
13,13,"[-1.54523536 -2.10592971 -0.53562312 -1.669512   -0.64627978  0.37706118
 -0.06508418  2.57104091 -1.43688419  0.39508227]",19.291920891127674,896
14,14,"[-1.54523536 -2.10592971 -0.53562312 -1.669512   -0.64627978  0.37706118
 -0.06508418  2.57104091 -1.43688419  0.39508227]",19.291920891127674,960
