,#gen,xbest,f(xbest),eval
0,1,[-0.94669217  6.61696306],22989.444851047865,256
1,2,[-1.42092389  5.86964226],11478.49582496511,512
2,3,[-1.71404744  4.85914798],4195.325187338456,768
3,4,[-2.42622898  4.19863652],1330.3310868260917,1024
4,5,[-3.10025297  3.442991  ],241.1963927824553,1280
5,6,[-3.78178621  3.07532243],60.85984088572372,1536
6,7,[-3.74500226  2.4131517 ],22.384612201721552,1792
7,8,[-2.95701605  2.01953649],15.364201975010083,2048
8,9,[-2.50497364  1.41584415],8.397644021513143,2304
9,10,[-1.80611495  0.82923325],3.971954300566904,2560
10,11,[-1.02377955  0.43778208],1.2622280987799204,2816
11,12,[-0.03961181  0.10258189],0.04025076025674476,3072
12,13,[-0.01495644  0.01147205],0.00041910989504760437,3328
13,14,[-0.02204191  0.00818377],0.0005850196110517561,3584
14,15,[-0.02403663  0.00772072],0.0007112518543350178,3840
15,16,[ 0.05016342 -0.01081578],0.003448079168882987,4096
16,17,[-0.00537136 -0.00435878],0.0002463876664430228,4352
17,18,[-0.00131397 -0.02524369],0.0033295516720828642,4608
18,19,[-0.01357248 -0.0076363 ],0.0010752562246531454,4864
19,20,[ 0.0141358  -0.00202861],0.00030552388685894585,5120
20,21,[ 0.00421972 -0.01788217],0.0013336310549979346,5376
21,22,[-0.00508653 -0.01819894],0.002080991567686673,5632
22,23,[-0.00841024 -0.00107471],0.0001834060948687106,5888
23,24,[-0.00454105  0.01780159],0.0013033053512299733,6144
24,25,[-0.01442066 -0.00577602],0.0009163543406482073,6400
25,26,[0.00424754 0.01353857],0.0011835328272157524,6656
26,27,[ 0.04369208 -0.01148662],0.0024703949828926916,6912
27,28,[ 0.02432187 -0.00080646],0.001108165965168472,7168
28,29,[ 0.02544206 -0.03348029],0.003494988078128945,7424
29,30,[-0.0469126   0.02241549],0.0027075789693692008,7680
30,31,[0.00378429 0.00481814],0.0002176795756574926,7936
31,32,[-0.02253414  0.00891601],0.0006093931030066378,8192
32,33,[ 0.02913071 -0.01304465],0.001028011402148606,8448
33,34,[0.03029453 0.00308708],0.0022590226337982455,8704
34,35,[ 0.05986278 -0.03992078],0.0055765323680364715,8960
35,36,[ 0.03739729 -0.01470826],0.0016785867955915934,9216
36,37,[ 0.09825958 -0.03921985],0.01158612404627755,9472
37,38,[ 0.02986053 -0.0045309 ],0.0013449543215005022,9728
38,39,[ 0.05761887 -0.02769838],0.004092072123273066,9984
39,40,[-0.04389979  0.01799547],0.0023135822437287306,10240
40,41,[-0.01367363 -0.02201121],0.004011378361798636,10496
41,42,[-0.01224177  0.02955035],0.0032236647318752147,10752
42,43,[-0.01145356 -0.00664848],0.000788350090602766,11008
43,44,[0.00708129 0.01333257],0.0013680199736450461,11264
44,45,[-0.00103177  0.0116982 ],0.0006383395098215307,11520
45,46,[-0.03060507  0.01555079],0.0011787440001659298,11776
46,47,[0.01905692 0.00461663],0.0011854547189255073,12032
47,48,[-0.00626476  0.01473237],0.0007948187807670879,12288
48,49,[ 0.01090808 -0.00660027],0.00016780521776552153,12544
49,50,[-0.00246223  0.00188223],1.1301146081681161e-05,12800
50,51,[-0.00995956 -0.00405544],0.00044228686365667587,13056
51,52,[0.0075577  0.01613185],0.0019056140627047853,13312
52,53,[0.01186413 0.00834497],0.0010263954045969183,13568
53,54,[ 0.03808075 -0.02395214],0.0021203593621535004,13824
54,55,[ 0.02205451 -0.02450052],0.001813319246007003,14080
55,56,[-0.01761233  0.02635211],0.0022375854018986886,14336
56,57,[-0.0018884   0.00136402],6.131614712258868e-06,14592
57,58,[0.00037084 0.02204037],0.0024657622430559636,14848
58,59,[-0.07612529  0.02918541],0.006962168659597297,15104
59,60,[-0.02290855  0.0107061 ],0.0006416611803949871,15360
60,61,[-0.02546235  0.02035538],0.0012952403084850832,15616
61,62,[0.0069915  0.03042599],0.005598543299113554,15872
62,63,[-0.00542516  0.02745271],0.0032373752469904583,16128
63,64,[-0.03982192  0.0043745 ],0.0025713805155234445,16384
64,65,[-0.05128344  0.01510538],0.003302417961407341,16640
65,66,[-0.01670224  0.00520705],0.00034562042901484995,16896
66,67,[0.01001514 0.01386612],0.0017194662117093408,17152
67,68,[-0.00177376 -0.00342628],8.930458297781739e-05,17408
68,69,[-0.01486709 -0.00684319],0.0010838252541648405,17664
69,70,[-0.00656722 -0.0019051 ],0.0001544604144332756,17920
70,71,[-0.00917775  0.00636888],0.00013746764289947568,18176
71,72,[-0.04213687  0.03675437],0.004111561482715927,18432
72,73,[0.0307246  0.01126375],0.003914700343222992,18688
73,74,[-0.00063702 -0.00506846],0.0001421866054563272,18944
74,75,[-0.00458099 -0.006524  ],0.0003744256801801566,19200
