,#gen,xbest,f(xbest),eval
0,1,[4.48698615 7.33035084],16403.056137417094,512
1,2,[3.46214711 6.62285371],2882.8922463792483,1024
2,3,[2.61463484 6.47539677],15.63326905738899,1536
3,4,[2.45093091 6.01733107],2.1157452063732975,2048
4,5,[2.29095384 5.25285179],1.6684822713426095,2560
5,6,[2.06946526 4.29215465],1.1527205746789513,3072
6,7,[2.02401414 4.09152847],1.0512108058957872,3584
7,8,[1.90370049 3.62591334],0.8170123223148823,4096
8,9,[1.79687946 3.24046694],0.6486851566485734,4608
9,10,[1.63528629 2.66747312],0.40806176798284965,5120
10,11,[1.51914636 2.32426396],0.2966004647380282,5632
11,12,[1.31785834 1.74337145],0.10541748082013074,6144
12,13,[1.08571358 1.17591933],0.008161713406331584,6656
13,14,[0.95365105 0.90643323],0.0030585178332267916,7168
14,15,[0.9862206  0.97321108],0.00022351310645698995,7680
15,16,[1.01171209 1.03371908],0.010455095854985594,8192
16,17,[0.99497641 0.9903483 ],3.894360327329344e-05,8704
17,18,[0.9643785  0.92946619],0.0013002168491457523,9216
18,19,[1.01623269 1.03584362],0.0012336532074606434,9728
19,20,[0.97234308 0.94970868],0.0025776340569617375,10240
20,21,[1.07401335 1.1530938 ],0.005494859353726002,10752
21,22,[0.93852183 0.87145331],0.012559090968522868,11264
22,23,[1.06767013 1.1405346 ],0.004617080491376622,11776
23,24,[0.93082822 0.86345717],0.005675160725018629,12288
24,25,[1.0105338  1.02114331],0.00011108520111146275,12800
25,26,[1.09600417 1.19048714],0.02074728720308628,13312
26,27,[1.00452256 1.00560386],0.001218798449824308,13824
27,28,[0.98088208 0.95951558],0.001048831626469694,14336
28,29,[0.95292374 0.9057007 ],0.002774527782162069,14848
29,30,[0.9448854  0.89948859],0.007500100757680017,15360
30,31,[1.02186694 1.0466875 ],0.0010909529472210525,15872
31,32,[0.98580987 0.98142503],0.009424904072287365,16384
32,33,[0.97091673 0.93864148],0.002476241322145384,16896
33,34,[0.97573404 0.95574172],0.0019466102587313255,17408
34,35,[0.93838889 0.87540771],0.0064646895402699555,17920
35,36,[0.96330712 0.93199597],0.002974775645931519,18432
36,37,[1.05817068 1.11378518],0.006912189555187452,18944
37,38,[0.95018831 0.90046023],0.0030560555524036044,19456
38,39,[0.96294141 0.91842126],0.009178881659901932,19968
39,40,[1.02236504 1.04161572],0.0018066993586510894,20480
40,41,[0.95707794 0.91102668],0.0043138920114117576,20992
41,42,[0.97852175 0.96435214],0.005149893400169794,21504
42,43,[1.01524677 1.03314587],0.0008180422692371601,22016
43,44,[1.00904459 1.01789055],8.966863639828158e-05,22528
44,45,[1.00789048 1.01774994],0.0004258143701320424,23040
45,46,[0.98131768 0.9664324 ],0.0015379081389511177,23552
46,47,[1.00672543 1.01917022],0.0032648053337644414,24064
47,48,[1.05466868 1.11397031],0.003259030844386492,24576
48,49,[0.98459955 0.97660095],0.005370428377404281,25088
49,50,[1.02373997 1.045233  ],0.0013534944488120832,25600
50,51,[1.06396574 1.13119908],0.0041595169556661,26112
51,52,[1.12914142 1.28003617],0.01925391050416719,26624
52,53,[0.99080072 0.99563488],0.01954154846720936,27136
53,54,[0.99059804 0.98510672],0.0015493441069938105,27648
54,55,[1.0729093  1.15080716],0.00532647339731053,28160
55,56,[1.03643396 1.07825415],0.002974825030369153,28672
56,57,[1.0223636  1.03677462],0.007644983442501746,29184
57,58,[1.04685629 1.10254209],0.006596486018722774,29696
58,59,[0.96600605 0.93370708],0.001184683430990054,30208
59,60,[0.99609969 0.98731927],0.0024116251091075183,30720
60,61,[0.90644269 0.82645677],0.011074689806765776,31232
61,62,[1.04809571 1.09753294],0.002407611848476338,31744
62,63,[1.0355721  1.07013375],0.0017833137581431237,32256
63,64,[1.02861299 1.05536047],0.0015391981923170693,32768
64,65,[0.97962434 0.9584151 ],0.0005711022812297532,33280
65,66,[0.99675105 0.98875909],0.0022701945840028883,33792
66,67,[0.99304914 0.98153841],0.0021718542948138252,34304
67,68,[1.07805073 1.16884901],0.010521668268304661,34816
68,69,[1.06303786 1.13226014],0.0044624631879800515,35328
69,70,[0.8867175  0.78424495],0.013242167017591393,35840
70,71,[1.01614671 1.03028049],0.0007776612423577821,36352
