,#gen,xbest,f(xbest),eval
0,1,"[1.72774891 2.2965805  1.26219964 1.0590109  2.37666469 1.61878364
 0.22443585 1.34341796 1.06231824 0.83591926]",-2.933387710190214,256
1,2,"[2.07298579 1.58365168 1.31445271 1.23852324 2.34793124 1.522103
 0.90738733 1.34261246 0.2776335  0.55008123]",-4.362487204746671,512
2,3,"[2.14945369 1.52681717 1.19132274 1.35866254 1.75029427 2.28183596
 1.62702162 1.75132579 0.         0.65786733]",-4.404231770676473,768
3,4,"[1.934694   1.56652109 1.3119626  1.89109888 1.97416674 1.97653532
 0.90320353 1.7605976  0.31256634 0.6332674 ]",-4.691564371272475,1024
4,5,"[2.08340294 1.25892086 1.28108623 1.93671532 1.54520669 2.3819669
 0.79704874 0.99098839 0.73890498 1.55016958]",-4.9202876100491135,1280
5,6,"[2.13405551 1.65532152 1.94651318 1.92151237 1.56403405 2.02681026
 0.66451054 0.87848925 1.27068209 1.23022767]",-5.202741065206783,1536
6,7,"[2.29408331 1.538122   1.30392657 2.01735313 1.68559328 2.0319976
 0.47719844 0.30865375 0.63561553 1.51677853]",-4.39007762789245,1792
7,8,"[2.30127379 1.91698165 2.27014858 1.92031417 1.72284828 1.91883331
 0.13553862 0.84170886 0.84120629 1.86476228]",-4.494867415368182,2048
8,9,"[2.15706586 1.36177502 1.20890444 2.61661484 1.09504917 2.02136769
 0.89027749 0.01712578 0.81295803 1.62284294]",-3.6502292752755654,2304
9,10,"[2.25289808 1.38018256 1.37639156 3.02831713 1.75917835 1.56966195
 0.75323764 1.22545251 1.31197702 1.83528669]",-4.512106851390699,2560
10,11,"[2.70614952 1.5413846  1.24716216 3.07464865 1.09027195 2.03985463
 0.85767793 1.59487434 1.65882307 2.10909721]",-5.540681175674056,2816
11,12,"[2.15515855 1.70388931 1.40036536 2.49628397 1.08805297 2.39658219
 0.79940682 1.54872985 1.48636145 2.08915748]",-4.227324125497805,3072
12,13,"[2.18862111 1.4130009  1.27591081 3.141569   1.72735381 1.04702769
 0.         1.39541901 1.34422353 1.55921591]",-4.686105159446989,3328
13,14,"[1.92917543 1.60129339 1.20907232 2.99077771 1.71423748 1.60185459
 0.37739283 0.84165575 1.21670154 1.20121465]",-4.893368619122892,3584
14,15,"[2.14237133 1.5014012  1.24382511 3.141569   1.6279615  1.69216104
 0.68370214 0.76717549 0.79767542 1.23594732]",-4.3443852349458,3840
15,16,"[2.37023495 2.12965649 1.27836344 2.86274152 1.80555051 1.59266254
 0.17370872 1.36366705 0.83426064 0.70076919]",-4.065289986355177,4096
16,17,"[2.21156074 1.6814047  1.26343379 2.61723268 2.24404468 2.03223665
 0.33052418 1.27860401 0.66873519 1.05409597]",-4.111523135076321,4352
17,18,"[2.14636548 1.59240181 1.32270025 2.31413095 2.5972712  1.93851022
 0.73500604 1.71380143 1.26390859 1.20167863]",-4.890059015893924,4608
18,19,"[1.99788363 1.56391487 1.09216573 2.45751273 2.55572944 2.06378726
 0.84194525 1.61012673 1.93234225 1.23393704]",-4.293887145580301,4864
19,20,"[2.19386768 1.34962204 1.44305761 2.45317969 2.20787516 2.25214591
 1.42902065 1.72138282 1.33279042 0.63396328]",-3.9219014513280244,5120
20,21,"[2.09986461 1.56312271 1.29080393 1.66633745 2.19674535 2.0427025
 1.33331268 2.33875323 1.33036542 1.10119508]",-4.713372836861979,5376
21,22,"[1.79928643 1.52605091 1.34318096 1.91482249 1.87381873 2.40390832
 1.45019799 2.00917958 1.28195588 1.38028162]",-5.273934797253486,5632
22,23,"[1.6793445  1.64407016 1.28895475 1.87932489 1.97749655 2.05115591
 1.2189666  2.33817041 1.27917046 0.80094909]",-4.469362014381031,5888
23,24,"[2.41321389 1.49606737 1.27863929 1.07719167 2.28042639 1.64289766
 1.44603073 2.22613904 1.48354612 0.69457755]",-4.713259878375871,6144
24,25,"[2.26837414 1.66074688 1.29348638 1.12030669 2.23250257 1.31674535
 1.40860985 2.04957609 1.0252622  0.83138962]",-4.815869388781736,6400
25,26,"[2.08835041 1.77269039 1.08136083 1.15216307 2.96828362 1.57751741
 1.39905432 2.82498445 1.35521401 1.85099907]",-4.288032538961276,6656
26,27,"[2.23253252 1.71804096 1.33731753 1.10501655 2.61364586 1.23684437
 1.4422516  2.72625801 1.88839041 1.69761425]",-4.227674418877274,6912
27,28,"[2.14246585 1.38310736 1.5677091  1.11914002 3.13263447 1.55588967
 0.88120942 1.76784035 1.97748651 1.80748574]",-4.935243485727858,7168
28,29,"[2.19451553 1.63703765 1.25964544 1.10140396 3.02199873 1.47485091
 1.24791118 1.7335632  2.10101964 1.58540838]",-4.961791825318273,7424
29,30,"[2.09353222 1.59326637 1.32684616 0.8923981  2.18819548 0.46908308
 1.2449451  2.09285109 1.65500282 1.1603083 ]",-4.78399397942898,7680
30,31,"[2.476752   1.59675359 1.09427122 0.66753313 2.23712398 0.89713782
 1.34857861 1.57662009 1.65787515 1.58239297]",-4.587025921850474,7936
31,32,"[2.36804783 0.90210617 1.1092596  1.0431895  2.60218263 0.88503638
 1.45778779 1.35456698 1.99021769 1.22767866]",-5.363660447185719,8192
32,33,"[2.11781102 1.56047426 0.55230556 1.53106602 2.67149602 1.06414089
 1.49028515 1.38123524 1.93371148 1.58730753]",-4.362614620365196,8448
33,34,"[2.17475183 1.48085466 1.38770599 1.12167641 2.29067774 0.
 2.05302078 0.79120203 1.27212401 1.62914125]",-4.5775670962484485,8704
34,35,"[2.63042741 1.56333178 2.20759898 1.04187037 3.06085769 1.90794766
 1.86449017 2.1007588  1.21021481 1.56954244]",-4.768218165355741,8960
35,36,"[2.11929835 1.58860389 2.56803715 1.14547753 2.79665247 1.28658716
 1.90208988 1.34161946 0.86236577 1.602671  ]",-4.323385812991234,9216
36,37,"[2.23883742 1.49308564 1.76774781 1.07331052 2.60152402 0.85719797
 1.7290883  0.80375863 0.73836058 1.38120683]",-4.594463505452903,9472
37,38,"[2.35280696 2.06680369 2.1803567  1.17037693 2.91560529 1.04437172
 1.42914514 0.79114344 0.94324624 1.19443302]",-4.001497203847151,9728
38,39,"[1.97524878 1.62259662 1.80773146 1.7209801  2.80804174 0.64793204
 0.80724922 1.37097035 1.21944229 1.57206941]",-3.8661617149433276,9984
39,40,"[2.32744417 1.51389586 1.33736818 1.11343362 2.19820295 0.86500673
 1.40933261 0.58023921 0.87011677 1.14154231]",-4.877203368167482,10240
40,41,"[2.16630306 1.52924378 1.34717382 1.11252837 2.13975339 1.17008896
 0.79710046 1.02565409 1.28581521 0.92249395]",-4.903301693927392,10496
41,42,"[1.8808031  1.51745216 1.29958056 1.13020642 2.17226395 1.53033531
 0.84653168 1.13261383 1.97893698 1.04967874]",-4.945696443734846,10752
42,43,"[2.24371396 1.5657842  1.29536132 0.8799897  2.19897525 1.84107823
 0.55930199 1.13053621 1.2886253  1.50908431]",-4.337411103152683,11008
43,44,"[2.26377413 1.49656724 1.34283703 1.09451866 2.24194369 1.5559596
 0.30724595 1.25170454 1.24713789 1.92832068]",-5.242077957536446,11264
44,45,"[2.10599686 1.59915396 1.25101197 0.27271574 2.57480916 2.02623681
 1.10387106 0.72467887 1.29590054 1.80442894]",-4.765407553194852,11520
45,46,"[1.5557813  1.49178973 1.31420071 1.03993771 2.06307104 1.62182793
 0.86637842 0.73067769 0.72528905 2.09670123]",-5.112260169773588,11776
46,47,"[2.13320193 1.60368899 1.22744248 0.97815356 2.2147234  1.52079088
 0.48005797 1.34956023 0.85709696 1.82321359]",-5.027725464534677,12032
