,#gen,xbest,f(xbest),eval
0,1,[-0.88035748 -0.03515719],0.7762653228242069,128
1,2,[-0.12220999 -0.00918776],0.015019696014940818,256
2,3,[-0.05506322  0.00875513],0.0031086106743733687,384
3,4,[0.00198826 0.00576376],3.717414894586103e-05,512
4,5,[0.01902778 0.0325321 ],0.001420394022837509,640
5,6,[-0.02968145  0.01534204],0.001116366749839881,768
6,7,[0.01382736 0.04501413],0.00221746796210247,896
7,8,[ 0.02638878 -0.00955319],0.000787631006683114,1024
8,9,[-0.01751717  0.06004812],0.003912627407122349,1152
9,10,[-0.02285231 -0.01435097],0.0007281785312108273,1280
10,11,[-0.03975556  0.04705391],0.003794575033580246,1408
11,12,[-0.00384345  0.00439635],3.410000026937865e-05,1536
12,13,[ 0.01402335 -0.02331999],0.0007404764124893758,1664
13,14,[-0.00832328 -0.03166922],0.0010722164552887795,1792
14,15,[0.02936008 0.00144934],0.0008641147457521689,1920
15,16,[-0.01975496  0.0391921 ],0.001926279304880654,2048
16,17,[-0.00771645 -0.02634578],0.0007536438691957741,2176
17,18,[-0.05395567 -0.04094961],0.004588085496392341,2304
18,19,[0.05785067 0.04855928],0.005704703670742866,2432
19,20,[-0.01654383 -0.0435306 ],0.0021686109154496216,2560
20,21,[-0.03324323  0.00107671],0.00110627152255615,2688
21,22,[-0.04572346 -0.01553209],0.0023318803889173082,2816
22,23,[-0.02338241  0.04376111],0.00246177206032213,2944
23,24,[-0.01301443 -0.00424685],0.0001874111909619799,3072
24,25,[-0.02132276  0.04978081],0.002932788828216083,3200
25,26,[0.01835755 0.01744267],0.0006412463918797186,3328
26,27,[-0.0265261   0.06676555],0.005161273215322048,3456
27,28,[0.01478958 0.03060008],0.00115509672293693,3584
28,29,[0.00272638 0.04201924],0.0017730493722364449,3712
29,30,[0.00210938 0.02140622],0.0004626756204510617,3840
30,31,[0.0126246  0.10473236],0.011128248242763872,3968
31,32,[-0.01963004  0.00362503],0.0003984794881000033,4096
32,33,[0.02118845 0.00809332],0.0005144522139593926,4224
33,34,[-0.03747112 -0.00487636],0.0014278639149929377,4352
34,35,[-0.01147445  0.04035622],0.0017602871303064901,4480
35,36,[-0.05350161 -0.02657785],0.0035688047692575857,4608
36,37,[-0.0025039  -0.03083537],0.0009570896766221084,4736
37,38,[-0.02814444 -0.00682087],0.0008386338085233337,4864
38,39,[0.04678699 0.02187233],0.002667421791245105,4992
39,40,[-0.00902801 -0.01254983],0.00023900338334786685,5120
40,41,[-0.0270085  -0.01959856],0.0011135625094675521,5248
41,42,[ 0.01700422 -0.05813808],0.0036691799908398575,5376
42,43,[0.00691235 0.04132751],0.0017557434786446252,5504
43,44,[-4.33686458e-02 -2.79524549e-05],0.0018808402215733115,5632
44,45,[-0.0287945   0.01681119],0.0011117391705718388,5760
45,46,[-0.00740207  0.02991525],0.00094971302191071,5888
46,47,[-0.0194332   0.01204335],0.0005226913328151611,6016
47,48,[ 0.03074685 -0.01099821],0.0010663293775488565,6144
48,49,[-0.02574931  0.01863329],0.0010102264263350752,6272
49,50,[ 0.01844711 -0.01357618],0.0005246085824060762,6400
50,51,[-0.0148428   0.03660389],0.001560153403084397,6528
51,52,[-0.03890485  0.00641097],0.0015546883091123141,6656
52,53,[-0.00253089  0.03881869],0.0015132961980092248,6784
53,54,[ 0.00163118 -0.0325243 ],0.0010604909110050612,6912
54,55,[ 0.02414221 -0.01264577],0.0007427617134010302,7040
55,56,[ 0.02387808 -0.01909298],0.0009347048932290029,7168
56,57,[-0.01189844 -0.03171738],0.0011475647387491717,7296
57,58,[0.01083185 0.00901936],0.00019867785346786465,7424
58,59,[-0.05536587 -0.01546196],0.003304451952561105,7552
59,60,[-0.01166267  0.00977665],0.00023160064314115442,7680
60,61,[-0.0142482  -0.01235445],0.0003556434392086998,7808
61,62,[-0.02841815 -0.01507849],0.0010349519244135454,7936
62,63,[ 0.02495846 -0.00438514],0.0006421543907420039,8064
63,64,[0.00562765 0.01940458],0.0004082083722216107,8192
64,65,[0.02559665 0.02458517],0.001259619319241638,8320
65,66,[-0.01308964  0.00545102],0.00020105225411117263,8448
66,67,[0.04668632 0.01590023],0.0024324294227859138,8576
67,68,[0.02679438 0.02202885],0.0012032091805121393,8704
68,69,[ 0.00512451 -0.00668029],7.088684234671904e-05,8832
69,70,[ 0.01045779 -0.00902388],0.00019079579502806715,8960
70,71,[0.02982214 0.00651124],0.0009317563800908532,9088
71,72,[ 0.01207531 -0.04028229],0.0017684759339169456,9216
72,73,[0.01648126 0.02932387],0.0011315213264246017,9344
73,74,[-0.01726545  0.03841805],0.001774042073987108,9472
74,75,[-0.00866886  0.0097809 ],0.00017081523130618446,9600
75,76,[0.00351486 0.01462512],0.00022624844737831757,9728
76,77,[-0.02941822  0.01092891],0.0009848727013962387,9856
77,78,[ 0.00616467 -0.00808517],0.00010337315251715677,9984
78,79,[0.01790786 0.0006751 ],0.00032114708741106426,10112
79,80,[-0.00206827  0.0132933 ],0.0001809894724928843,10240
80,81,[-0.03964523  0.01438589],0.001778698062830682,10368
81,82,[0.00420259 0.00416904],3.5042672050391914e-05,10496
82,83,[-0.03913362 -0.01695209],0.001818813935921109,10624
83,84,[0.02783711 0.01806992],0.001101426592816593,10752
84,85,[-0.01681321  0.01633439],0.0005494962252294529,10880
85,86,[0.0131934  0.01947735],0.0005534329559710044,11008
86,87,[-0.06960784 -0.0104142 ],0.004953707073568957,11136
87,88,[ 0.03591123 -0.03394256],0.0024417138867132765,11264
88,89,[ 0.02290704 -0.02239853],0.0010264265614215082,11392
89,90,[-0.00168268 -0.0377048 ],0.0014244833380197457,11520
90,91,[-0.01567355  0.00502952],0.0002709563231030898,11648
91,92,[-0.02813229  0.01367987],0.0009785645354950833,11776
92,93,[-0.00305841  0.02039315],0.00042523438406159484,11904
93,94,[ 0.01671619 -0.02845574],0.0010891598840450463,12032
94,95,[ 0.03302004 -0.02542065],0.0017365327825169911,12160
95,96,[-0.02958246  0.0015501 ],0.0008775249097866626,12288
96,97,[-0.00422294  0.00469696],3.98946863750925e-05,12416
97,98,[-0.04304346  0.04907207],0.004260806980453725,12544
98,99,[ 0.0454075  -0.03098962],0.0030221969253725243,12672
99,100,[ 0.01891408 -0.06209079],0.004213008562477234,12800
100,101,[0.03336919 0.00971202],0.0012078265686718194,12928
101,102,[-0.02432074  0.04056821],0.0022372785248095323,13056
102,103,[-0.00509702  0.0666479 ],0.00446792254635232,13184
103,104,[0.02303854 0.01608659],0.0007895525599156063,13312
104,105,[-0.02294891 -0.00431072],0.0005452345556775087,13440
105,106,[ 0.03399126 -0.00706166],0.0012052726197821096,13568
106,107,[-0.03061833  0.0052277 ],0.0009648108177312732,13696
107,108,[-0.02381094  0.00751723],0.0006234694228827351,13824
108,109,[-0.03222512 -0.0237019 ],0.0016002384173980661,13952
109,110,[0.01695296 0.01410601],0.0004863822837885024,14080
110,111,[ 0.02124887 -0.0102897 ],0.000557392416607293,14208
111,112,[-0.01041331  0.00106335],0.00010956778944698203,14336
112,113,[ 0.08511986 -0.05023943],0.009769390855256174,14464
113,114,[-0.02414912  0.04531812],0.002636911682995665,14592
114,115,[ 0.05171835 -0.00046589],0.0026750044251198607,14720
115,116,[0.02713886 0.03423032],0.0019082328291813123,14848
116,117,[0.0289845  0.02482485],0.0014563745683925354,14976
117,118,[ 0.0108574  -0.02605074],0.0007965240746148722,15104
118,119,[-0.01770774  0.00603224],0.0003499520633110946,15232
119,120,[-0.00708953  0.0118824 ],0.00019145297119800453,15360
120,121,[0.07334985 0.00417461],0.00539762737505728,15488
121,122,[-0.03892924 -0.04730396],0.003753150235366938,15616
122,123,[0.0088275  0.02110018],0.0005231422238307284,15744
123,124,[0.06275792 0.02915937],0.004788825871643022,15872
124,125,[-0.00885668 -0.00076117],7.902007720738385e-05,16000
125,126,[0.00360582 0.04458489],0.002000814512806134,16128
126,127,[-0.01996624  0.00705398],0.0004484093128130582,16256
127,128,[0.03282198 0.03794257],0.0025169211763991046,16384
128,129,[-0.00520856  0.03796358],0.0014683627555860022,16512
129,130,[0.01027114 0.08442134],0.007232459499795147,16640
130,131,[-0.03857995  0.02759284],0.002249777292248871,16768
131,132,[-0.0416175   0.05455969],0.004708775677983808,16896
132,133,[0.01939744 0.0197053 ],0.0007645595709335617,17024
133,134,[0.05470232 0.01243833],0.0031470559387748146,17152
134,135,[ 0.02160976 -0.0022307 ],0.00047195757714036453,17280
135,136,[-0.03487928  0.0342198 ],0.0023875588358960058,17408
136,137,[-0.01942909 -0.01616864],0.0006389146305743955,17536
137,138,[-0.02296728  0.00805711],0.0005924128816936408,17664
138,139,[-0.01125776 -0.01827148],0.0004605841938477912,17792
139,140,[-0.01597025  0.03409725],0.0014176715763345089,17920
140,141,[ 0.0370572  -0.01156356],0.0015069522331721324,18048
141,142,[-0.00182729  0.00071007],3.843166483106633e-06,18176
142,143,[-0.04593682  0.03719848],0.003493917871542935,18304
143,144,[ 0.00450474 -0.00557897],5.141759895661699e-05,18432
144,145,[-0.05647771  0.04956369],0.005646290952749215,18560
145,146,[-0.00483623 -0.02916859],0.0008741956970934288,18688
146,147,[ 0.02544722 -0.02818226],0.001441801241075379,18816
147,148,[-0.00319568 -0.01896746],0.00036997685699353814,18944
148,149,[ 0.02310959 -0.00415588],0.0005513245985089002,19072
149,150,[0.03522025 0.02294639],0.00176700248446324,19200
150,151,[ 0.06605826 -0.00882986],0.004441660655021942,19328
151,152,[0.0179854  0.05816851],0.0037070503377587684,19456
152,153,[-0.02310226 -0.05539541],0.0036023662284367904,19584
153,154,[-0.01953325 -0.01585823],0.0006330315699177127,19712
